file_name,status,sender_no
newCampaign_split_355.csv,False,
newCampaign_split_356.csv,False,
newCampaign_split_357.csv,False,
newCampaign_split_358.csv,False,
newCampaign_split_359.csv,False,
newCampaign_split_360.csv,False,
newCampaign_split_361.csv,False,
newCampaign_split_362.csv,False,
newCampaign_split_363.csv,False,
newCampaign_split_364.csv,False,
newCampaign_split_365.csv,False,
newCampaign_split_366.csv,False,
newCampaign_split_367.csv,False,
newCampaign_split_368.csv,False,
newCampaign_split_369.csv,False,
newCampaign_split_370.csv,False,
newCampaign_split_371.csv,False,
newCampaign_split_372.csv,False,
newCampaign_split_373.csv,False,
newCampaign_split_374.csv,False,
newCampaign_split_375.csv,False,
newCampaign_split_376.csv,False,
newCampaign_split_377.csv,False,
newCampaign_split_378.csv,False,
newCampaign_split_379.csv,False,
newCampaign_split_380.csv,False,
newCampaign_split_381.csv,False,
newCampaign_split_382.csv,False,
newCampaign_split_383.csv,False,
newCampaign_split_384.csv,False,
newCampaign_split_385.csv,False,
newCampaign_split_386.csv,False,
newCampaign_split_387.csv,False,
newCampaign_split_388.csv,False,
newCampaign_split_389.csv,False,
newCampaign_split_390.csv,False,
newCampaign_split_391.csv,False,
newCampaign_split_392.csv,False,
newCampaign_split_393.csv,False,
newCampaign_split_394.csv,False,
newCampaign_split_395.csv,False,
newCampaign_split_396.csv,False,
newCampaign_split_397.csv,False,
newCampaign_split_398.csv,False,
newCampaign_split_399.csv,False,
newCampaign_split_400.csv,False,
newCampaign_split_401.csv,False,
newCampaign_split_402.csv,False,
newCampaign_split_403.csv,False,
